STATE_FISCAL_YEAR,COUNTY_NAME,PROVIDER_TYPE,FAC_FDR,COUNT
SFY2020-21,LAKE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,LAKE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,13
SFY2020-21,LAKE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,LAKE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,LAKE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,LAKE,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2020-21,LASSEN,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,LASSEN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,LASSEN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,LASSEN,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,LASSEN,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2020-21,LASSEN,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2020-21,LASSEN,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2020-21,LASSEN,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2020-21,LASSEN,NON-LONG-TERM CARE,HOSPICE,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,6
SFY2020-21,LASSEN,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,LASSEN,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2020-21,LOS ANGELES,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,152
SFY2020-21,LOS ANGELES,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,1
SFY2020-21,LOS ANGELES,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,237
SFY2020-21,LOS ANGELES,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,2
SFY2020-21,LOS ANGELES,LONG-TERM CARE,SKILLED NURSING FACILITY,385
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,44
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,169
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,4
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,212
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,2
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,94
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1573
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,HOSPICE,1290
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,587
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,8
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,REFERRAL AGENCY,2
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,REHABILITATION CLINIC,35
SFY2020-21,LOS ANGELES,NON-LONG-TERM CARE,SURGICAL CLINIC,274
SFY2020-21,MADERA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MADERA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MADERA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,6
SFY2020-21,MADERA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MADERA,LONG-TERM CARE,SKILLED NURSING FACILITY,6
SFY2020-21,MADERA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,3
SFY2020-21,MADERA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2020-21,MADERA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2020-21,MADERA,NON-LONG-TERM CARE,HOSPICE,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,32
SFY2020-21,MADERA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,1
SFY2020-21,MADERA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MADERA,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2020-21,MARIN,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2020-21,MARIN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MARIN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,5
SFY2020-21,MARIN,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MARIN,LONG-TERM CARE,SKILLED NURSING FACILITY,13
SFY2020-21,MARIN,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2020-21,MARIN,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2020-21,MARIN,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2020-21,MARIN,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MARIN,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,4
SFY2020-21,MARIN,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2020-21,MARIN,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,4
SFY2020-21,MARIN,NON-LONG-TERM CARE,HOME HEALTH AGENCY,7
SFY2020-21,MARIN,NON-LONG-TERM CARE,HOSPICE,6
SFY2020-21,MARIN,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MARIN,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,28
SFY2020-21,MARIN,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MARIN,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MARIN,NON-LONG-TERM CARE,REHABILITATION CLINIC,3
SFY2020-21,MARIN,NON-LONG-TERM CARE,SURGICAL CLINIC,8
SFY2020-21,MARIPOSA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MARIPOSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MARIPOSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,MARIPOSA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MARIPOSA,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,HOSPICE,1
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,5
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MARIPOSA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2020-21,MENDOCINO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MENDOCINO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MENDOCINO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,MENDOCINO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MENDOCINO,LONG-TERM CARE,SKILLED NURSING FACILITY,4
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,2
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,3
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,4
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,HOSPICE,1
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,27
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MENDOCINO,NON-LONG-TERM CARE,SURGICAL CLINIC,2
SFY2020-21,MERCED,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MERCED,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MERCED,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,10
SFY2020-21,MERCED,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MERCED,LONG-TERM CARE,SKILLED NURSING FACILITY,10
SFY2020-21,MERCED,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2020-21,MERCED,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,6
SFY2020-21,MERCED,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2020-21,MERCED,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2020-21,MERCED,NON-LONG-TERM CARE,HOSPICE,2
SFY2020-21,MERCED,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,31
SFY2020-21,MERCED,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MERCED,NON-LONG-TERM CARE,SURGICAL CLINIC,5
SFY2020-21,MODOC,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MODOC,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MODOC,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,MODOC,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MODOC,LONG-TERM CARE,SKILLED NURSING FACILITY,2
SFY2020-21,MODOC,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2020-21,MODOC,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,HOSPICE,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,4
SFY2020-21,MODOC,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MODOC,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2020-21,MONO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,MONO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MONO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,MONO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MONO,LONG-TERM CARE,SKILLED NURSING FACILITY,0
SFY2020-21,MONO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,MONO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,MONO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MONO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MONO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2020-21,MONO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,MONO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2020-21,MONO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2020-21,MONO,NON-LONG-TERM CARE,HOSPICE,0
SFY2020-21,MONO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MONO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,3
SFY2020-21,MONO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MONO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MONO,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MONO,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2020-21,MONTEREY,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2020-21,MONTEREY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,MONTEREY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2
SFY2020-21,MONTEREY,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,MONTEREY,LONG-TERM CARE,SKILLED NURSING FACILITY,15
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,9
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,4
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,HOME HEALTH AGENCY,11
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,HOSPICE,5
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,42
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,MONTEREY,NON-LONG-TERM CARE,SURGICAL CLINIC,7
SFY2020-21,NAPA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,NAPA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,2
SFY2020-21,NAPA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,1
SFY2020-21,NAPA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,NAPA,LONG-TERM CARE,SKILLED NURSING FACILITY,6
SFY2020-21,NAPA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2020-21,NAPA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2020-21,NAPA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,3
SFY2020-21,NAPA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2020-21,NAPA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,4
SFY2020-21,NAPA,NON-LONG-TERM CARE,HOSPICE,4
SFY2020-21,NAPA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,7
SFY2020-21,NAPA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,NAPA,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2020-21,NAPA,NON-LONG-TERM CARE,SURGICAL CLINIC,4
SFY2020-21,NEVADA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,NEVADA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,NEVADA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,NEVADA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2020-21,NEVADA,LONG-TERM CARE,SKILLED NURSING FACILITY,5
SFY2020-21,NEVADA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2020-21,NEVADA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2020-21,NEVADA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,2
SFY2020-21,NEVADA,NON-LONG-TERM CARE,HOSPICE,2
SFY2020-21,NEVADA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,15
SFY2020-21,NEVADA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,1
SFY2020-21,NEVADA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2020-21,NEVADA,NON-LONG-TERM CARE,SURGICAL CLINIC,4
SFY2020-21,ORANGE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,6
SFY2020-21,ORANGE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,1
SFY2020-21,ORANGE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,123
SFY2020-21,ORANGE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,ORANGE,LONG-TERM CARE,SKILLED NURSING FACILITY,73
SFY2020-21,ORANGE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,11
SFY2020-21,ORANGE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,21
SFY2020-21,ORANGE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,1
SFY2020-21,ORANGE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1
SFY2020-21,ORANGE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,57
SFY2020-21,ORANGE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,ORANGE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,36
SFY2020-21,ORANGE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,116
SFY2020-21,ORANGE,NON-LONG-TERM CARE,HOSPICE,158
SFY2020-21,ORANGE,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2020-21,ORANGE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,124
SFY2020-21,ORANGE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,ORANGE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,ORANGE,NON-LONG-TERM CARE,REHABILITATION CLINIC,19
SFY2020-21,ORANGE,NON-LONG-TERM CARE,SURGICAL CLINIC,94
SFY2020-21,PLACER,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,2
SFY2020-21,PLACER,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,PLACER,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,5
SFY2020-21,PLACER,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,PLACER,LONG-TERM CARE,SKILLED NURSING FACILITY,10
SFY2020-21,PLACER,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,7
SFY2020-21,PLACER,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,3
SFY2020-21,PLACER,NON-LONG-TERM CARE,HOME HEALTH AGENCY,11
SFY2020-21,PLACER,NON-LONG-TERM CARE,HOSPICE,7
SFY2020-21,PLACER,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,9
SFY2020-21,PLACER,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2020-21,PLACER,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2020-21,PLACER,NON-LONG-TERM CARE,SURGICAL CLINIC,5
SFY2020-21,PLUMAS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2020-21,PLUMAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2020-21,PLUMAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2020-21,PLUMAS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2020-21,PLUMAS,LONG-TERM CARE,SKILLED NURSING FACILITY,2
SFY2020-21,PLUMAS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2020-21,PLUMAS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
