STATE_FISCAL_YEAR,COUNTY_NAME,PROVIDER_TYPE,FAC_FDR,COUNT
SFY2015-16,AMADOR,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,AMADOR,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2015-16,BUTTE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,BUTTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,BUTTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,7
SFY2015-16,BUTTE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2015-16,BUTTE,LONG-TERM CARE,SKILLED NURSING FACILITY,13
SFY2015-16,BUTTE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2015-16,BUTTE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,1
SFY2015-16,BUTTE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,BUTTE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,BUTTE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,4
SFY2015-16,BUTTE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,BUTTE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,6
SFY2015-16,BUTTE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,8
SFY2015-16,BUTTE,NON-LONG-TERM CARE,HOSPICE,3
SFY2015-16,BUTTE,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2015-16,BUTTE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,28
SFY2015-16,BUTTE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,1
SFY2015-16,BUTTE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,BUTTE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,BUTTE,NON-LONG-TERM CARE,SURGICAL CLINIC,4
SFY2015-16,CALAVERAS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,CALAVERAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,CALAVERAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,CALAVERAS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,CALAVERAS,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,HOSPICE,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,6
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,CALAVERAS,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,COLUSA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,COLUSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,COLUSA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,COLUSA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,COLUSA,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2015-16,COLUSA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2015-16,COLUSA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,HOSPICE,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,6
SFY2015-16,COLUSA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,COLUSA,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,CONTRA COSTA,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,2
SFY2015-16,CONTRA COSTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,CONTRA COSTA,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,29
SFY2015-16,CONTRA COSTA,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,CONTRA COSTA,LONG-TERM CARE,SKILLED NURSING FACILITY,32
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,3
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,16
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,9
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,HOME HEALTH AGENCY,36
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,HOSPICE,12
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,25
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,1
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,CONTRA COSTA,NON-LONG-TERM CARE,SURGICAL CLINIC,19
SFY2015-16,CURRY,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,CURRY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,CURRY,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,CURRY,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,CURRY,LONG-TERM CARE,SKILLED NURSING FACILITY,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,HOSPICE,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,CURRY,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,DEL NORTE,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,DEL NORTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,DEL NORTE,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,DEL NORTE,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,DEL NORTE,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,HOSPICE,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,6
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,DEL NORTE,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,DOUGLAS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,DOUGLAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,DOUGLAS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,DOUGLAS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,DOUGLAS,LONG-TERM CARE,SKILLED NURSING FACILITY,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,HOSPICE,1
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,DOUGLAS,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,EL DORADO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,EL DORADO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,EL DORADO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,EL DORADO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,EL DORADO,LONG-TERM CARE,SKILLED NURSING FACILITY,5
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,1
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,4
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,HOSPICE,2
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,9
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,EL DORADO,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2015-16,FRESNO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,3
SFY2015-16,FRESNO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,1
SFY2015-16,FRESNO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,51
SFY2015-16,FRESNO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2015-16,FRESNO,LONG-TERM CARE,SKILLED NURSING FACILITY,33
SFY2015-16,FRESNO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,2
SFY2015-16,FRESNO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,4
SFY2015-16,FRESNO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,FRESNO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,FRESNO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,15
SFY2015-16,FRESNO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2015-16,FRESNO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,11
SFY2015-16,FRESNO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,26
SFY2015-16,FRESNO,NON-LONG-TERM CARE,HOSPICE,11
SFY2015-16,FRESNO,NON-LONG-TERM CARE,HOSPICE FACILITY,2
SFY2015-16,FRESNO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,84
SFY2015-16,FRESNO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,2
SFY2015-16,FRESNO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,FRESNO,NON-LONG-TERM CARE,REHABILITATION CLINIC,1
SFY2015-16,FRESNO,NON-LONG-TERM CARE,SURGICAL CLINIC,21
SFY2015-16,GLENN,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,GLENN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,GLENN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,GLENN,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2015-16,GLENN,LONG-TERM CARE,SKILLED NURSING FACILITY,1
SFY2015-16,GLENN,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,1
SFY2015-16,GLENN,NON-LONG-TERM CARE,HOME HEALTH AGENCY,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,HOSPICE,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,10
SFY2015-16,GLENN,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,GLENN,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,HUMBOLDT,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,HUMBOLDT,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,HUMBOLDT,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,2
SFY2015-16,HUMBOLDT,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,HUMBOLDT,LONG-TERM CARE,SKILLED NURSING FACILITY,6
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,1
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,2
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,5
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,HOME HEALTH AGENCY,3
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,HOSPICE,1
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,35
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,REHABILITATION CLINIC,2
SFY2015-16,HUMBOLDT,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2015-16,IMPERIAL,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,IMPERIAL,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,IMPERIAL,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,3
SFY2015-16,IMPERIAL,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,IMPERIAL,LONG-TERM CARE,SKILLED NURSING FACILITY,3
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,5
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,1
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,HOME HEALTH AGENCY,6
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,HOSPICE,4
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,15
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,IMPERIAL,NON-LONG-TERM CARE,SURGICAL CLINIC,1
SFY2015-16,INYO,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,INYO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,INYO,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,INYO,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,INYO,LONG-TERM CARE,SKILLED NURSING FACILITY,2
SFY2015-16,INYO,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,INYO,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
SFY2015-16,INYO,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,INYO,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,INYO,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,0
SFY2015-16,INYO,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,0
SFY2015-16,INYO,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,2
SFY2015-16,INYO,NON-LONG-TERM CARE,HOME HEALTH AGENCY,1
SFY2015-16,INYO,NON-LONG-TERM CARE,HOSPICE,1
SFY2015-16,INYO,NON-LONG-TERM CARE,HOSPICE FACILITY,0
SFY2015-16,INYO,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,6
SFY2015-16,INYO,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,INYO,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,INYO,NON-LONG-TERM CARE,REHABILITATION CLINIC,0
SFY2015-16,INYO,NON-LONG-TERM CARE,SURGICAL CLINIC,0
SFY2015-16,KERN,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,1
SFY2015-16,KERN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,KERN,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,30
SFY2015-16,KERN,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,1
SFY2015-16,KERN,LONG-TERM CARE,SKILLED NURSING FACILITY,18
SFY2015-16,KERN,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,3
SFY2015-16,KERN,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,2
SFY2015-16,KERN,NON-LONG-TERM CARE,ALTERNATIVE BIRTHING CENTER,0
SFY2015-16,KERN,NON-LONG-TERM CARE,CHEMICAL DEPENDENCY RECOVERY HOSPITAL,0
SFY2015-16,KERN,NON-LONG-TERM CARE,CHRONIC DIALYSIS CLINIC,15
SFY2015-16,KERN,NON-LONG-TERM CARE,CORRECTIONAL TREATMENT CENTER,3
SFY2015-16,KERN,NON-LONG-TERM CARE,GENERAL ACUTE CARE HOSPITAL,12
SFY2015-16,KERN,NON-LONG-TERM CARE,HOME HEALTH AGENCY,20
SFY2015-16,KERN,NON-LONG-TERM CARE,HOSPICE,10
SFY2015-16,KERN,NON-LONG-TERM CARE,HOSPICE FACILITY,1
SFY2015-16,KERN,NON-LONG-TERM CARE,PRIMARY CARE CLINIC,68
SFY2015-16,KERN,NON-LONG-TERM CARE,PSYCHOLOGY CLINIC,0
SFY2015-16,KERN,NON-LONG-TERM CARE,REFERRAL AGENCY,0
SFY2015-16,KERN,NON-LONG-TERM CARE,REHABILITATION CLINIC,4
SFY2015-16,KERN,NON-LONG-TERM CARE,SURGICAL CLINIC,22
SFY2015-16,KINGS,LONG-TERM CARE,CONGREGATE LIVING HEALTH FACILITY,0
SFY2015-16,KINGS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY,0
SFY2015-16,KINGS,LONG-TERM CARE,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,0
SFY2015-16,KINGS,LONG-TERM CARE,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0
SFY2015-16,KINGS,LONG-TERM CARE,SKILLED NURSING FACILITY,3
SFY2015-16,KINGS,NON-LONG-TERM CARE,ACUTE PSYCHIATRIC HOSPITAL,0
SFY2015-16,KINGS,NON-LONG-TERM CARE,ADULT DAY HEALTH CARE,0
